sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

;SN: 2100532006;SN: 2100532006
;SB 4000TL-20;SB 4000TL-20
;2100532006;2100532006
;Total yield;Power
;Counter;Analog
dd/MM/yyyy HH:mm:ss;kWh;kW
07/03/2012 00:00:00;371.372;0.000
07/03/2012 00:05:00;371.372;0.000
07/03/2012 00:10:00;371.372;0.000
07/03/2012 00:15:00;371.372;0.000
07/03/2012 00:20:00;371.372;0.000
07/03/2012 00:25:00;371.372;0.000
07/03/2012 00:30:00;371.372;0.000
07/03/2012 00:35:00;371.372;0.000
07/03/2012 00:40:00;371.372;0.000
07/03/2012 00:45:00;371.372;0.000
07/03/2012 00:50:00;371.372;0.000
07/03/2012 00:55:00;371.372;0.000
07/03/2012 01:00:00;371.372;0.000
07/03/2012 01:05:00;371.372;0.000
07/03/2012 01:10:00;371.372;0.000
07/03/2012 01:15:00;371.372;0.000
07/03/2012 01:20:00;371.372;0.000
07/03/2012 01:25:00;371.372;0.000
07/03/2012 01:30:00;371.372;0.000
07/03/2012 01:35:00;371.372;0.000
07/03/2012 01:40:00;371.372;0.000
07/03/2012 01:45:00;371.372;0.000
07/03/2012 01:50:00;371.372;0.000
07/03/2012 01:55:00;371.372;0.000
07/03/2012 02:00:00;371.372;0.000
07/03/2012 02:05:00;371.372;0.000
07/03/2012 02:10:00;371.372;0.000
07/03/2012 02:15:00;371.372;0.000
07/03/2012 02:20:00;371.372;0.000
07/03/2012 02:25:00;371.372;0.000
07/03/2012 02:30:00;371.372;0.000
07/03/2012 02:35:00;371.372;0.000
07/03/2012 02:40:00;371.372;0.000
07/03/2012 02:45:00;371.372;0.000
07/03/2012 02:50:00;371.372;0.000
07/03/2012 02:55:00;371.372;0.000
07/03/2012 03:00:00;371.372;0.000
07/03/2012 03:05:00;371.372;0.000
07/03/2012 03:10:00;371.372;0.000
07/03/2012 03:15:00;371.372;0.000
07/03/2012 03:20:00;371.372;0.000
07/03/2012 03:25:00;371.372;0.000
07/03/2012 03:30:00;371.372;0.000
07/03/2012 03:35:00;371.372;0.000
07/03/2012 03:40:00;371.372;0.000
07/03/2012 03:45:00;371.372;0.000
07/03/2012 03:50:00;371.372;0.000
07/03/2012 03:55:00;371.372;0.000
07/03/2012 04:00:00;371.372;0.000
07/03/2012 04:05:00;371.372;0.000
07/03/2012 04:10:00;371.372;0.000
07/03/2012 04:15:00;371.372;0.000
07/03/2012 04:20:00;371.372;0.000
07/03/2012 04:25:00;371.372;0.000
07/03/2012 04:30:00;371.372;0.000
07/03/2012 04:35:00;371.372;0.000
07/03/2012 04:40:00;371.372;0.000
07/03/2012 04:45:00;371.372;0.000
07/03/2012 04:50:00;371.372;0.000
07/03/2012 04:55:00;371.372;0.000
07/03/2012 05:00:00;371.372;0.000
07/03/2012 05:05:00;371.372;0.000
07/03/2012 05:10:00;371.372;0.000
07/03/2012 05:15:00;371.372;0.000
07/03/2012 05:20:00;371.372;0.000
07/03/2012 05:25:00;371.372;0.000
07/03/2012 05:30:00;371.372;0.000
07/03/2012 05:35:00;371.372;0.000
07/03/2012 05:40:00;371.372;0.000
07/03/2012 05:45:00;371.372;0.000
07/03/2012 05:50:00;371.372;0.000
07/03/2012 05:55:00;371.372;0.000
07/03/2012 06:00:00;371.372;0.000
07/03/2012 06:05:00;371.372;0.000
07/03/2012 06:10:00;371.372;0.000
07/03/2012 06:15:00;371.372;0.000
07/03/2012 06:20:00;371.372;0.000
07/03/2012 06:25:00;371.372;0.000
07/03/2012 06:30:00;371.372;0.000
07/03/2012 06:35:00;371.372;0.000
07/03/2012 06:40:00;371.372;0.000
07/03/2012 06:45:00;371.372;0.000
07/03/2012 06:50:00;371.372;0.000
07/03/2012 06:55:00;371.372;0.000
07/03/2012 07:00:00;371.372;0.000
07/03/2012 07:05:00;371.372;0.000
07/03/2012 07:10:00;371.372;0.000
07/03/2012 07:15:00;371.372;0.000
07/03/2012 07:20:00;371.372;0.000
07/03/2012 07:25:00;371.372;0.000
07/03/2012 07:30:00;371.372;0.000
07/03/2012 07:35:00;371.372;0.000
07/03/2012 07:40:00;371.373;0.012
07/03/2012 07:45:00;371.375;0.024
07/03/2012 07:50:00;371.376;0.012
07/03/2012 07:55:00;371.377;0.012
07/03/2012 08:00:00;371.379;0.024
07/03/2012 08:05:00;371.381;0.024
07/03/2012 08:10:00;371.383;0.024
07/03/2012 08:15:00;371.384;0.012
07/03/2012 08:20:00;371.386;0.024
07/03/2012 08:25:00;371.387;0.012
07/03/2012 08:30:00;371.388;0.012
07/03/2012 08:35:00;371.390;0.024
07/03/2012 08:40:00;371.391;0.012
07/03/2012 08:45:00;371.393;0.024
07/03/2012 08:50:00;371.397;0.048
07/03/2012 08:55:00;371.403;0.072
07/03/2012 09:00:00;371.410;0.084
07/03/2012 09:05:00;371.418;0.096
07/03/2012 09:10:00;371.427;0.108
07/03/2012 09:15:00;371.436;0.108
07/03/2012 09:20:00;371.453;0.204
07/03/2012 09:25:00;371.473;0.240
07/03/2012 09:30:00;371.498;0.300
07/03/2012 09:35:00;371.520;0.264
07/03/2012 09:40:00;371.544;0.288
07/03/2012 09:45:00;371.567;0.276
07/03/2012 09:50:00;371.595;0.336
07/03/2012 09:55:00;371.624;0.348
07/03/2012 10:00:00;371.652;0.336
07/03/2012 10:05:00;371.677;0.300
07/03/2012 10:10:00;371.702;0.300
07/03/2012 10:15:00;371.729;0.324
07/03/2012 10:20:00;371.755;0.312
07/03/2012 10:25:00;371.781;0.312
07/03/2012 10:30:00;371.805;0.288
07/03/2012 10:35:00;371.830;0.300
07/03/2012 10:40:00;371.864;0.408
07/03/2012 10:45:00;371.900;0.432
07/03/2012 10:50:00;371.927;0.324
07/03/2012 10:55:00;371.948;0.252
07/03/2012 11:00:00;371.971;0.276
07/03/2012 11:05:00;372.007;0.432
07/03/2012 11:10:00;372.053;0.552
07/03/2012 11:15:00;372.107;0.648
07/03/2012 11:20:00;372.160;0.636
07/03/2012 11:25:00;372.226;0.792
07/03/2012 11:30:00;372.270;0.528
07/03/2012 11:35:00;372.308;0.456
07/03/2012 11:40:00;372.338;0.360
07/03/2012 11:45:00;372.368;0.360
07/03/2012 11:50:00;372.397;0.348
07/03/2012 11:55:00;372.447;0.600
07/03/2012 12:00:00;372.507;0.720
07/03/2012 12:05:00;372.552;0.540
07/03/2012 12:10:00;372.584;0.384
07/03/2012 12:15:00;372.634;0.600
07/03/2012 12:20:00;372.685;0.612
07/03/2012 12:25:00;372.744;0.708
07/03/2012 12:30:00;372.759;0.180
07/03/2012 12:35:00;372.780;0.252
07/03/2012 12:40:00;372.803;0.276
07/03/2012 12:45:00;372.829;0.312
07/03/2012 12:50:00;372.855;0.312
07/03/2012 12:55:00;372.876;0.252
07/03/2012 13:00:00;372.896;0.240
07/03/2012 13:05:00;372.924;0.336
07/03/2012 13:10:00;372.959;0.420
07/03/2012 13:15:00;373.001;0.504
07/03/2012 13:20:00;373.035;0.408
07/03/2012 13:25:00;373.058;0.276
07/03/2012 13:30:00;373.089;0.372
07/03/2012 13:35:00;373.138;0.588
07/03/2012 13:40:00;373.213;0.900
07/03/2012 13:45:00;373.277;0.768
07/03/2012 13:50:00;373.345;0.816
07/03/2012 13:55:00;373.379;0.408
07/03/2012 14:00:00;373.427;0.576
07/03/2012 14:05:00;373.479;0.624
07/03/2012 14:10:00;373.514;0.420
07/03/2012 14:15:00;373.544;0.360
07/03/2012 14:20:00;373.568;0.288
07/03/2012 14:25:00;373.584;0.192
07/03/2012 14:30:00;373.595;0.132
07/03/2012 14:35:00;373.615;0.240
07/03/2012 14:40:00;373.652;0.444
07/03/2012 14:45:00;373.704;0.624
07/03/2012 14:50:00;373.758;0.648
07/03/2012 14:55:00;373.807;0.588
07/03/2012 15:00:00;373.860;0.636
07/03/2012 15:05:00;373.902;0.504
07/03/2012 15:10:00;373.941;0.468
07/03/2012 15:15:00;373.974;0.396
07/03/2012 15:20:00;374.002;0.336
07/03/2012 15:25:00;374.036;0.408
07/03/2012 15:30:00;374.068;0.384
07/03/2012 15:35:00;374.092;0.288
07/03/2012 15:40:00;374.108;0.192
07/03/2012 15:45:00;374.122;0.168
07/03/2012 15:50:00;374.134;0.144
07/03/2012 15:55:00;374.144;0.120
07/03/2012 16:00:00;374.155;0.132
07/03/2012 16:05:00;374.167;0.144
07/03/2012 16:10:00;374.178;0.132
07/03/2012 16:15:00;374.189;0.132
07/03/2012 16:20:00;374.199;0.120
07/03/2012 16:25:00;374.209;0.120
07/03/2012 16:30:00;374.218;0.108
07/03/2012 16:35:00;374.227;0.108
07/03/2012 16:40:00;374.237;0.120
07/03/2012 16:45:00;374.245;0.096
07/03/2012 16:50:00;374.253;0.096
07/03/2012 16:55:00;374.259;0.072
07/03/2012 17:00:00;374.265;0.072
07/03/2012 17:05:00;374.270;0.060
07/03/2012 17:10:00;374.275;0.060
07/03/2012 17:15:00;374.279;0.048
07/03/2012 17:20:00;374.282;0.036
07/03/2012 17:25:00;374.284;0.024
07/03/2012 17:30:00;374.286;0.024
07/03/2012 17:35:00;374.287;0.012
07/03/2012 17:40:00;374.287;0.000
07/03/2012 17:45:00;374.287;0.000
07/03/2012 17:50:00;374.287;0.000
07/03/2012 17:55:00;374.287;0.000
07/03/2012 18:00:00;374.287;0.000
07/03/2012 18:05:00;374.287;0.000
07/03/2012 18:10:00;374.287;0.000
07/03/2012 18:15:00;374.287;0.000
07/03/2012 18:20:00;374.287;0.000
07/03/2012 18:25:00;374.287;0.000
07/03/2012 18:30:00;374.287;0.000
07/03/2012 18:35:00;374.287;0.000
07/03/2012 18:40:00;374.287;0.000
07/03/2012 18:45:00;374.287;0.000
07/03/2012 18:50:00;374.287;0.000
07/03/2012 18:55:00;374.287;0.000
07/03/2012 19:00:00;374.287;0.000
07/03/2012 19:05:00;374.287;0.000
07/03/2012 19:10:00;374.287;0.000
07/03/2012 19:15:00;374.287;0.000
07/03/2012 19:20:00;374.287;0.000
07/03/2012 19:25:00;374.287;0.000
07/03/2012 19:30:00;374.287;0.000
07/03/2012 19:35:00;374.287;0.000
07/03/2012 19:40:00;374.287;0.000
07/03/2012 19:45:00;374.287;0.000
07/03/2012 19:50:00;374.287;0.000
07/03/2012 19:55:00;374.287;0.000
07/03/2012 20:00:00;374.287;0.000
07/03/2012 20:05:00;374.287;0.000
07/03/2012 20:10:00;374.287;0.000
07/03/2012 20:15:00;374.287;0.000
07/03/2012 20:20:00;374.287;0.000
07/03/2012 20:25:00;374.287;0.000
07/03/2012 20:30:00;374.287;0.000
07/03/2012 20:35:00;374.287;0.000
07/03/2012 20:40:00;374.287;0.000
07/03/2012 20:45:00;374.287;0.000
07/03/2012 20:50:00;374.287;0.000
07/03/2012 20:55:00;374.287;0.000
