sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

;SN: 2100532006;SN: 2100532006
;SB 4000TL-20;SB 4000TL-20
;2100532006;2100532006
;Total yield;Power
;Counter;Analog
dd/MM/yyyy HH:mm:ss;kWh;kW
01/07/2012 00:00:00;1846.472;0.000
01/07/2012 00:05:00;1846.472;0.000
01/07/2012 00:10:00;1846.472;0.000
01/07/2012 00:15:00;1846.472;0.000
01/07/2012 00:20:00;1846.472;0.000
01/07/2012 00:25:00;1846.472;0.000
01/07/2012 00:30:00;1846.472;0.000
01/07/2012 00:35:00;1846.472;0.000
01/07/2012 00:40:00;1846.472;0.000
01/07/2012 00:45:00;1846.472;0.000
01/07/2012 00:50:00;1846.472;0.000
01/07/2012 00:55:00;1846.472;0.000
01/07/2012 01:00:00;1846.472;0.000
01/07/2012 01:05:00;1846.472;0.000
01/07/2012 01:10:00;1846.472;0.000
01/07/2012 01:15:00;1846.472;0.000
01/07/2012 01:20:00;1846.472;0.000
01/07/2012 01:25:00;1846.472;0.000
01/07/2012 01:30:00;1846.472;0.000
01/07/2012 01:35:00;1846.472;0.000
01/07/2012 01:40:00;1846.472;0.000
01/07/2012 01:45:00;1846.472;0.000
01/07/2012 01:50:00;1846.472;0.000
01/07/2012 01:55:00;1846.472;0.000
01/07/2012 02:00:00;1846.472;0.000
01/07/2012 02:05:00;1846.472;0.000
01/07/2012 02:10:00;1846.472;0.000
01/07/2012 02:15:00;1846.472;0.000
01/07/2012 02:20:00;1846.472;0.000
01/07/2012 02:25:00;1846.472;0.000
01/07/2012 02:30:00;1846.472;0.000
01/07/2012 02:35:00;1846.472;0.000
01/07/2012 02:40:00;1846.472;0.000
01/07/2012 02:45:00;1846.472;0.000
01/07/2012 02:50:00;1846.472;0.000
01/07/2012 02:55:00;1846.472;0.000
01/07/2012 03:00:00;1846.472;0.000
01/07/2012 03:05:00;1846.472;0.000
01/07/2012 03:10:00;1846.472;0.000
01/07/2012 03:15:00;1846.472;0.000
01/07/2012 03:20:00;1846.472;0.000
01/07/2012 03:25:00;1846.472;0.000
01/07/2012 03:30:00;1846.472;0.000
01/07/2012 03:35:00;1846.472;0.000
01/07/2012 03:40:00;1846.472;0.000
01/07/2012 03:45:00;1846.472;0.000
01/07/2012 03:50:00;1846.472;0.000
01/07/2012 03:55:00;1846.472;0.000
01/07/2012 04:00:00;1846.472;0.000
01/07/2012 04:05:00;1846.472;0.000
01/07/2012 04:10:00;1846.472;0.000
01/07/2012 04:15:00;1846.472;0.000
01/07/2012 04:20:00;1846.472;0.000
01/07/2012 04:25:00;1846.472;0.000
01/07/2012 04:30:00;1846.472;0.000
01/07/2012 04:35:00;1846.472;0.000
01/07/2012 04:40:00;1846.472;0.000
01/07/2012 04:45:00;1846.472;0.000
01/07/2012 04:50:00;1846.472;0.000
01/07/2012 04:55:00;1846.472;0.000
01/07/2012 05:00:00;1846.472;0.000
01/07/2012 05:05:00;1846.475;0.036
01/07/2012 05:10:00;1846.478;0.036
01/07/2012 05:15:00;1846.484;0.072
01/07/2012 05:20:00;1846.503;0.228
01/07/2012 05:25:00;1846.529;0.312
01/07/2012 05:30:00;1846.561;0.384
01/07/2012 05:35:00;1846.599;0.456
01/07/2012 05:40:00;1846.643;0.528
01/07/2012 05:45:00;1846.695;0.624
01/07/2012 05:50:00;1846.753;0.696
01/07/2012 05:55:00;1846.815;0.744
01/07/2012 06:00:00;1846.883;0.816
01/07/2012 06:05:00;1846.959;0.912
01/07/2012 06:10:00;1847.041;0.984
01/07/2012 06:15:00;1847.129;1.056
01/07/2012 06:20:00;1847.223;1.128
01/07/2012 06:25:00;1847.324;1.212
01/07/2012 06:30:00;1847.430;1.272
01/07/2012 06:35:00;1847.542;1.344
01/07/2012 06:40:00;1847.659;1.404
01/07/2012 06:45:00;1847.782;1.476
01/07/2012 06:50:00;1847.911;1.548
01/07/2012 06:55:00;1848.045;1.608
01/07/2012 07:00:00;1848.185;1.680
01/07/2012 07:05:00;1848.331;1.752
01/07/2012 07:10:00;1848.483;1.824
01/07/2012 07:15:00;1848.639;1.872
01/07/2012 07:20:00;1848.800;1.932
01/07/2012 07:25:00;1848.966;1.992
01/07/2012 07:30:00;1849.137;2.052
01/07/2012 07:35:00;1849.312;2.100
01/07/2012 07:40:00;1849.493;2.172
01/07/2012 07:45:00;1849.680;2.244
01/07/2012 07:50:00;1849.861;2.172
01/07/2012 07:55:00;1850.055;2.328
01/07/2012 08:00:00;1850.254;2.388
01/07/2012 08:05:00;1850.458;2.448
01/07/2012 08:10:00;1850.656;2.376
01/07/2012 08:15:00;1850.850;2.328
01/07/2012 08:20:00;1851.037;2.244
01/07/2012 08:25:00;1851.211;2.088
01/07/2012 08:30:00;1851.397;2.232
01/07/2012 08:35:00;1851.624;2.724
01/07/2012 08:40:00;1851.850;2.712
01/07/2012 08:45:00;1852.089;2.868
01/07/2012 08:50:00;1852.334;2.940
01/07/2012 08:55:00;1852.566;2.784
01/07/2012 09:00:00;1852.801;2.820
01/07/2012 09:05:00;1853.015;2.568
01/07/2012 09:10:00;1853.209;2.328
01/07/2012 09:15:00;1853.393;2.208
01/07/2012 09:20:00;1853.601;2.496
01/07/2012 09:25:00;1853.853;3.024
01/07/2012 09:30:00;1854.109;3.072
01/07/2012 09:35:00;1854.315;2.472
01/07/2012 09:40:00;1854.595;3.360
01/07/2012 09:45:00;1854.838;2.916
01/07/2012 09:50:00;1855.104;3.192
01/07/2012 09:55:00;1855.373;3.228
01/07/2012 10:00:00;1855.497;1.488
01/07/2012 10:05:00;1855.747;3.000
01/07/2012 10:10:00;1855.959;2.544
01/07/2012 10:15:00;1856.096;1.644
01/07/2012 10:20:00;1856.219;1.476
01/07/2012 10:25:00;1856.360;1.692
01/07/2012 10:30:00;1856.491;1.572
01/07/2012 10:35:00;1856.607;1.392
01/07/2012 10:40:00;1856.863;3.072
01/07/2012 10:45:00;1857.029;1.992
01/07/2012 10:50:00;1857.226;2.364
01/07/2012 10:55:00;1857.347;1.452
01/07/2012 11:00:00;1857.560;2.556
01/07/2012 11:05:00;1857.824;3.168
01/07/2012 11:10:00;1857.889;0.780
01/07/2012 11:15:00;1857.951;0.744
01/07/2012 11:20:00;1858.129;2.136
01/07/2012 11:25:00;1858.296;2.004
01/07/2012 11:30:00;1858.398;1.224
01/07/2012 11:35:00;1858.492;1.128
01/07/2012 11:40:00;1858.592;1.200
01/07/2012 11:45:00;1858.895;3.636
01/07/2012 11:50:00;1859.129;2.808
01/07/2012 11:55:00;1859.208;0.948
01/07/2012 12:00:00;1859.301;1.116
01/07/2012 12:05:00;1859.477;2.112
01/07/2012 12:10:00;1859.667;2.280
01/07/2012 12:15:00;1859.798;1.572
01/07/2012 12:20:00;1859.942;1.728
01/07/2012 12:25:00;1860.213;3.252
01/07/2012 12:30:00;1860.454;2.892
01/07/2012 12:35:00;1860.533;0.948
01/07/2012 12:40:00;1860.618;1.020
01/07/2012 12:45:00;1860.925;3.684
01/07/2012 12:50:00;1861.118;2.316
01/07/2012 12:55:00;1861.255;1.644
01/07/2012 13:00:00;1861.447;2.304
01/07/2012 13:05:00;1861.649;2.424
01/07/2012 13:10:00;1861.769;1.440
01/07/2012 13:15:00;1861.878;1.308
01/07/2012 13:20:00;1861.978;1.200
01/07/2012 13:25:00;1862.217;2.868
01/07/2012 13:30:00;1862.488;3.252
01/07/2012 13:35:00;1862.681;2.316
01/07/2012 13:40:00;1862.822;1.692
01/07/2012 13:45:00;1863.041;2.628
01/07/2012 13:50:00;1863.263;2.664
01/07/2012 13:55:00;1863.403;1.680
01/07/2012 14:00:00;1863.515;1.344
01/07/2012 14:05:00;1863.608;1.116
01/07/2012 14:10:00;1863.657;0.588
01/07/2012 14:15:00;1863.696;0.468
01/07/2012 14:20:00;1863.749;0.636
01/07/2012 14:25:00;1863.813;0.768
01/07/2012 14:30:00;1863.893;0.960
01/07/2012 14:35:00;1863.973;0.960
01/07/2012 14:40:00;1864.033;0.720
01/07/2012 14:45:00;1864.068;0.420
01/07/2012 14:50:00;1864.107;0.468
01/07/2012 14:55:00;1864.162;0.660
01/07/2012 15:00:00;1864.257;1.140
01/07/2012 15:05:00;1864.396;1.668
01/07/2012 15:10:00;1864.506;1.320
01/07/2012 15:15:00;1864.606;1.200
01/07/2012 15:20:00;1864.668;0.744
01/07/2012 15:25:00;1864.728;0.720
01/07/2012 15:30:00;1864.774;0.552
01/07/2012 15:35:00;1864.815;0.492
01/07/2012 15:40:00;1864.859;0.528
01/07/2012 15:45:00;1864.913;0.648
01/07/2012 15:50:00;1864.984;0.852
01/07/2012 15:55:00;1865.051;0.804
01/07/2012 16:00:00;1865.089;0.456
01/07/2012 16:05:00;1865.129;0.480
01/07/2012 16:10:00;1865.170;0.492
01/07/2012 16:15:00;1865.225;0.660
01/07/2012 16:20:00;1865.299;0.888
01/07/2012 16:25:00;1865.405;1.272
01/07/2012 16:30:00;1865.506;1.212
01/07/2012 16:35:00;1865.548;0.504
01/07/2012 16:40:00;1865.615;0.804
01/07/2012 16:45:00;1865.692;0.924
01/07/2012 16:50:00;1865.770;0.936
01/07/2012 16:55:00;1865.846;0.912
01/07/2012 17:00:00;1865.896;0.600
01/07/2012 17:05:00;1865.945;0.588
01/07/2012 17:10:00;1865.989;0.528
01/07/2012 17:15:00;1866.050;0.732
01/07/2012 17:20:00;1866.099;0.588
01/07/2012 17:25:00;1866.156;0.684
01/07/2012 17:30:00;1866.185;0.348
01/07/2012 17:35:00;1866.214;0.348
01/07/2012 17:40:00;1866.244;0.360
01/07/2012 17:45:00;1866.280;0.432
01/07/2012 17:50:00;1866.322;0.504
01/07/2012 17:55:00;1866.366;0.528
01/07/2012 18:00:00;1866.412;0.552
01/07/2012 18:05:00;1866.460;0.576
01/07/2012 18:10:00;1866.511;0.612
01/07/2012 18:15:00;1866.561;0.600
01/07/2012 18:20:00;1866.614;0.636
01/07/2012 18:25:00;1866.645;0.372
01/07/2012 18:30:00;1866.663;0.216
01/07/2012 18:35:00;1866.689;0.312
01/07/2012 18:40:00;1866.731;0.504
01/07/2012 18:45:00;1866.756;0.300
01/07/2012 18:50:00;1866.773;0.204
01/07/2012 18:55:00;1866.787;0.168
01/07/2012 19:00:00;1866.798;0.132
01/07/2012 19:05:00;1866.809;0.132
01/07/2012 19:10:00;1866.819;0.120
01/07/2012 19:15:00;1866.845;0.312
01/07/2012 19:20:00;1866.868;0.276
01/07/2012 19:25:00;1866.879;0.132
01/07/2012 19:30:00;1866.888;0.108
01/07/2012 19:35:00;1866.897;0.108
01/07/2012 19:40:00;1866.904;0.084
01/07/2012 19:45:00;1866.912;0.096
01/07/2012 19:50:00;1866.920;0.096
01/07/2012 19:55:00;1866.928;0.096
