sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

;SN: 2100532006;SN: 2100532006
;SB 4000TL-20;SB 4000TL-20
;2100532006;2100532006
;Total yield;Power
;Counter;Analog
dd/MM/yyyy HH:mm:ss;kWh;kW
02/05/2012 00:00:00;986.537;0.000
02/05/2012 00:05:00;986.537;0.000
02/05/2012 00:10:00;986.537;0.000
02/05/2012 00:15:00;986.537;0.000
02/05/2012 00:20:00;986.537;0.000
02/05/2012 00:25:00;986.537;0.000
02/05/2012 00:30:00;986.537;0.000
02/05/2012 00:35:00;986.537;0.000
02/05/2012 00:40:00;986.537;0.000
02/05/2012 00:45:00;986.537;0.000
02/05/2012 00:50:00;986.537;0.000
02/05/2012 00:55:00;986.537;0.000
02/05/2012 01:00:00;986.537;0.000
02/05/2012 01:05:00;986.537;0.000
02/05/2012 01:10:00;986.537;0.000
02/05/2012 01:15:00;986.537;0.000
02/05/2012 01:20:00;986.537;0.000
02/05/2012 01:25:00;986.537;0.000
02/05/2012 01:30:00;986.537;0.000
02/05/2012 01:35:00;986.537;0.000
02/05/2012 01:40:00;986.537;0.000
02/05/2012 01:45:00;986.537;0.000
02/05/2012 01:50:00;986.537;0.000
02/05/2012 01:55:00;986.537;0.000
02/05/2012 02:00:00;986.537;0.000
02/05/2012 02:05:00;986.537;0.000
02/05/2012 02:10:00;986.537;0.000
02/05/2012 02:15:00;986.537;0.000
02/05/2012 02:20:00;986.537;0.000
02/05/2012 02:25:00;986.537;0.000
02/05/2012 02:30:00;986.537;0.000
02/05/2012 02:35:00;986.537;0.000
02/05/2012 02:40:00;986.537;0.000
02/05/2012 02:45:00;986.537;0.000
02/05/2012 02:50:00;986.537;0.000
02/05/2012 02:55:00;986.537;0.000
02/05/2012 03:00:00;986.537;0.000
02/05/2012 03:05:00;986.537;0.000
02/05/2012 03:10:00;986.537;0.000
02/05/2012 03:15:00;986.537;0.000
02/05/2012 03:20:00;986.537;0.000
02/05/2012 03:25:00;986.537;0.000
02/05/2012 03:30:00;986.537;0.000
02/05/2012 03:35:00;986.537;0.000
02/05/2012 03:40:00;986.537;0.000
02/05/2012 03:45:00;986.537;0.000
02/05/2012 03:50:00;986.537;0.000
02/05/2012 03:55:00;986.537;0.000
02/05/2012 04:00:00;986.537;0.000
02/05/2012 04:05:00;986.537;0.000
02/05/2012 04:10:00;986.537;0.000
02/05/2012 04:15:00;986.537;0.000
02/05/2012 04:20:00;986.537;0.000
02/05/2012 04:25:00;986.537;0.000
02/05/2012 04:30:00;986.537;0.000
02/05/2012 04:35:00;986.537;0.000
02/05/2012 04:40:00;986.537;0.000
02/05/2012 04:45:00;986.537;0.000
02/05/2012 04:50:00;986.537;0.000
02/05/2012 04:55:00;986.537;0.000
02/05/2012 05:00:00;986.537;0.000
02/05/2012 05:05:00;986.537;0.000
02/05/2012 05:10:00;986.537;0.000
02/05/2012 05:15:00;986.537;0.000
02/05/2012 05:20:00;986.537;0.000
02/05/2012 05:25:00;986.537;0.000
02/05/2012 05:30:00;986.537;0.000
02/05/2012 05:35:00;986.537;0.000
02/05/2012 05:40:00;986.537;0.000
02/05/2012 05:45:00;986.537;0.000
02/05/2012 05:50:00;986.537;0.000
02/05/2012 05:55:00;986.537;0.000
02/05/2012 06:00:00;986.537;0.000
02/05/2012 06:05:00;986.537;0.000
02/05/2012 06:10:00;986.537;0.000
02/05/2012 06:15:00;986.538;0.012
02/05/2012 06:20:00;986.539;0.012
02/05/2012 06:25:00;986.541;0.024
02/05/2012 06:30:00;986.543;0.024
02/05/2012 06:35:00;986.545;0.024
02/05/2012 06:40:00;986.547;0.024
02/05/2012 06:45:00;986.550;0.036
02/05/2012 06:50:00;986.554;0.048
02/05/2012 06:55:00;986.559;0.060
02/05/2012 07:00:00;986.565;0.072
02/05/2012 07:05:00;986.572;0.084
02/05/2012 07:10:00;986.579;0.084
02/05/2012 07:15:00;986.583;0.048
02/05/2012 07:20:00;986.590;0.084
02/05/2012 07:25:00;986.598;0.096
02/05/2012 07:30:00;986.610;0.144
02/05/2012 07:35:00;986.624;0.168
02/05/2012 07:40:00;986.634;0.120
02/05/2012 07:45:00;986.644;0.120
02/05/2012 07:50:00;986.655;0.132
02/05/2012 07:55:00;986.666;0.132
02/05/2012 08:00:00;986.678;0.144
02/05/2012 08:05:00;986.694;0.192
02/05/2012 08:10:00;986.711;0.204
02/05/2012 08:15:00;986.730;0.228
02/05/2012 08:20:00;986.751;0.252
02/05/2012 08:25:00;986.771;0.240
02/05/2012 08:30:00;986.791;0.240
02/05/2012 08:35:00;986.807;0.192
02/05/2012 08:40:00;986.826;0.228
02/05/2012 08:45:00;986.846;0.240
02/05/2012 08:50:00;986.872;0.312
02/05/2012 08:55:00;986.896;0.288
02/05/2012 09:00:00;986.918;0.264
02/05/2012 09:05:00;986.938;0.240
02/05/2012 09:10:00;986.962;0.288
02/05/2012 09:15:00;986.989;0.324
02/05/2012 09:20:00;987.015;0.312
02/05/2012 09:25:00;987.049;0.408
02/05/2012 09:30:00;987.082;0.396
02/05/2012 09:35:00;987.111;0.348
02/05/2012 09:40:00;987.143;0.384
02/05/2012 09:45:00;987.173;0.360
02/05/2012 09:50:00;987.200;0.324
02/05/2012 09:55:00;987.221;0.252
02/05/2012 10:00:00;987.245;0.288
02/05/2012 10:05:00;987.271;0.312
02/05/2012 10:10:00;987.300;0.348
02/05/2012 10:15:00;987.334;0.408
02/05/2012 10:20:00;987.377;0.516
02/05/2012 10:25:00;987.409;0.384
02/05/2012 10:30:00;987.452;0.516
02/05/2012 10:35:00;987.506;0.648
02/05/2012 10:40:00;987.547;0.492
02/05/2012 10:45:00;987.596;0.588
02/05/2012 10:50:00;987.646;0.600
02/05/2012 10:55:00;987.690;0.528
02/05/2012 11:00:00;987.768;0.936
02/05/2012 11:05:00;987.838;0.840
02/05/2012 11:10:00;987.902;0.768
02/05/2012 11:15:00;987.971;0.828
02/05/2012 11:20:00;988.038;0.804
02/05/2012 11:25:00;988.120;0.984
02/05/2012 11:30:00;988.203;0.996
02/05/2012 11:35:00;988.294;1.092
02/05/2012 11:40:00;988.371;0.924
02/05/2012 11:45:00;988.457;1.032
02/05/2012 11:50:00;988.567;1.320
02/05/2012 11:55:00;988.710;1.716
02/05/2012 12:00:00;988.841;1.572
02/05/2012 12:05:00;988.970;1.548
02/05/2012 12:10:00;989.110;1.680
02/05/2012 12:15:00;989.262;1.824
02/05/2012 12:20:00;989.375;1.356
02/05/2012 12:25:00;989.518;1.716
02/05/2012 12:30:00;989.624;1.272
02/05/2012 12:35:00;989.691;0.804
02/05/2012 12:40:00;989.752;0.732
02/05/2012 12:45:00;989.834;0.984
02/05/2012 12:50:00;989.915;0.972
02/05/2012 12:55:00;990.028;1.356
02/05/2012 13:00:00;990.114;1.032
02/05/2012 13:05:00;990.237;1.476
02/05/2012 13:10:00;990.304;0.804
02/05/2012 13:15:00;990.385;0.972
02/05/2012 13:20:00;990.479;1.128
02/05/2012 13:25:00;990.526;0.564
02/05/2012 13:30:00;990.562;0.432
02/05/2012 13:35:00;990.662;1.200
02/05/2012 13:40:00;990.727;0.780
02/05/2012 13:45:00;990.833;1.272
02/05/2012 13:50:00;990.919;1.032
02/05/2012 13:55:00;990.984;0.780
02/05/2012 14:00:00;991.116;1.584
02/05/2012 14:05:00;991.225;1.308
02/05/2012 14:10:00;991.350;1.500
02/05/2012 14:15:00;991.498;1.776
02/05/2012 14:20:00;991.640;1.704
02/05/2012 14:25:00;991.778;1.656
02/05/2012 14:30:00;991.888;1.320
02/05/2012 14:35:00;992.014;1.512
02/05/2012 14:40:00;992.156;1.704
02/05/2012 14:45:00;992.299;1.716
02/05/2012 14:50:00;992.448;1.788
02/05/2012 14:55:00;992.593;1.740
02/05/2012 15:00:00;992.684;1.092
02/05/2012 15:05:00;992.752;0.816
02/05/2012 15:10:00;992.826;0.888
02/05/2012 15:15:00;992.919;1.116
02/05/2012 15:20:00;993.025;1.272
02/05/2012 15:25:00;993.118;1.116
02/05/2012 15:30:00;993.213;1.140
02/05/2012 15:35:00;993.295;0.984
02/05/2012 15:40:00;993.369;0.888
02/05/2012 15:45:00;993.463;1.128
02/05/2012 15:50:00;993.563;1.200
02/05/2012 15:55:00;993.656;1.116
02/05/2012 16:00:00;993.742;1.032
02/05/2012 16:05:00;993.827;1.020
02/05/2012 16:10:00;993.901;0.888
02/05/2012 16:15:00;993.979;0.936
02/05/2012 16:20:00;994.052;0.876
02/05/2012 16:25:00;994.125;0.876
02/05/2012 16:30:00;994.191;0.792
02/05/2012 16:35:00;994.252;0.732
02/05/2012 16:40:00;994.310;0.696
02/05/2012 16:45:00;994.374;0.768
02/05/2012 16:50:00;994.437;0.756
02/05/2012 16:55:00;994.488;0.612
02/05/2012 17:00:00;994.531;0.516
02/05/2012 17:05:00;994.575;0.528
02/05/2012 17:10:00;994.618;0.516
02/05/2012 17:15:00;994.664;0.552
02/05/2012 17:20:00;994.715;0.612
02/05/2012 17:25:00;994.763;0.576
02/05/2012 17:30:00;994.808;0.540
02/05/2012 17:35:00;994.850;0.504
02/05/2012 17:40:00;994.892;0.504
02/05/2012 17:45:00;994.937;0.540
02/05/2012 17:50:00;994.982;0.540
02/05/2012 17:55:00;995.020;0.456
02/05/2012 18:00:00;995.050;0.360
02/05/2012 18:05:00;995.077;0.324
02/05/2012 18:10:00;995.102;0.300
02/05/2012 18:15:00;995.124;0.264
02/05/2012 18:20:00;995.148;0.288
02/05/2012 18:25:00;995.170;0.264
02/05/2012 18:30:00;995.193;0.276
02/05/2012 18:35:00;995.218;0.300
02/05/2012 18:40:00;995.245;0.324
02/05/2012 18:45:00;995.270;0.300
02/05/2012 18:50:00;995.294;0.288
02/05/2012 18:55:00;995.313;0.228
02/05/2012 19:00:00;995.328;0.180
02/05/2012 19:05:00;995.343;0.180
02/05/2012 19:10:00;995.356;0.156
02/05/2012 19:15:00;995.365;0.108
02/05/2012 19:20:00;995.371;0.072
02/05/2012 19:25:00;995.375;0.048
02/05/2012 19:30:00;995.377;0.024
02/05/2012 19:35:00;995.379;0.024
02/05/2012 19:40:00;995.381;0.024
02/05/2012 19:45:00;995.382;0.012
02/05/2012 19:50:00;995.384;0.024
02/05/2012 19:55:00;995.386;0.024
02/05/2012 20:00:00;995.389;0.036
02/05/2012 20:05:00;995.390;0.012
02/05/2012 20:10:00;995.390;0.000
02/05/2012 20:15:00;995.390;0.000
02/05/2012 20:20:00;995.390;0.000
02/05/2012 20:25:00;995.390;0.000
02/05/2012 20:30:00;995.390;0.000
02/05/2012 20:35:00;995.390;0.000
02/05/2012 20:40:00;995.390;0.000
02/05/2012 20:45:00;995.390;0.000
02/05/2012 20:50:00;995.390;0.000
02/05/2012 20:55:00;995.390;0.000
