sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

;SN: 2100532006;SN: 2100532006
;SB 4000TL-20;SB 4000TL-20
;2100532006;2100532006
;Total yield;Power
;Counter;Analog
dd/MM/yyyy HH:mm:ss;kWh;kW
03/01/2012 00:00:00;104.246;0.000
03/01/2012 00:05:00;104.246;0.000
03/01/2012 00:10:00;104.246;0.000
03/01/2012 00:15:00;104.246;0.000
03/01/2012 00:20:00;104.246;0.000
03/01/2012 00:25:00;104.246;0.000
03/01/2012 00:30:00;104.246;0.000
03/01/2012 00:35:00;104.246;0.000
03/01/2012 00:40:00;104.246;0.000
03/01/2012 00:45:00;104.246;0.000
03/01/2012 00:50:00;104.246;0.000
03/01/2012 00:55:00;104.246;0.000
03/01/2012 01:00:00;104.246;0.000
03/01/2012 01:05:00;104.246;0.000
03/01/2012 01:10:00;104.246;0.000
03/01/2012 01:15:00;104.246;0.000
03/01/2012 01:20:00;104.246;0.000
03/01/2012 01:25:00;104.246;0.000
03/01/2012 01:30:00;104.246;0.000
03/01/2012 01:35:00;104.246;0.000
03/01/2012 01:40:00;104.246;0.000
03/01/2012 01:45:00;104.246;0.000
03/01/2012 01:50:00;104.246;0.000
03/01/2012 01:55:00;104.246;0.000
03/01/2012 02:00:00;104.246;0.000
03/01/2012 02:05:00;104.246;0.000
03/01/2012 02:10:00;104.246;0.000
03/01/2012 02:15:00;104.246;0.000
03/01/2012 02:20:00;104.246;0.000
03/01/2012 02:25:00;104.246;0.000
03/01/2012 02:30:00;104.246;0.000
03/01/2012 02:35:00;104.246;0.000
03/01/2012 02:40:00;104.246;0.000
03/01/2012 02:45:00;104.246;0.000
03/01/2012 02:50:00;104.246;0.000
03/01/2012 02:55:00;104.246;0.000
03/01/2012 03:00:00;104.246;0.000
03/01/2012 03:05:00;104.246;0.000
03/01/2012 03:10:00;104.246;0.000
03/01/2012 03:15:00;104.246;0.000
03/01/2012 03:20:00;104.246;0.000
03/01/2012 03:25:00;104.246;0.000
03/01/2012 03:30:00;104.246;0.000
03/01/2012 03:35:00;104.246;0.000
03/01/2012 03:40:00;104.246;0.000
03/01/2012 03:45:00;104.246;0.000
03/01/2012 03:50:00;104.246;0.000
03/01/2012 03:55:00;104.246;0.000
03/01/2012 04:00:00;104.246;0.000
03/01/2012 04:05:00;104.246;0.000
03/01/2012 04:10:00;104.246;0.000
03/01/2012 04:15:00;104.246;0.000
03/01/2012 04:20:00;104.246;0.000
03/01/2012 04:25:00;104.246;0.000
03/01/2012 04:30:00;104.246;0.000
03/01/2012 04:35:00;104.246;0.000
03/01/2012 04:40:00;104.246;0.000
03/01/2012 04:45:00;104.246;0.000
03/01/2012 04:50:00;104.246;0.000
03/01/2012 04:55:00;104.246;0.000
03/01/2012 05:00:00;104.246;0.000
03/01/2012 05:05:00;104.246;0.000
03/01/2012 05:10:00;104.246;0.000
03/01/2012 05:15:00;104.246;0.000
03/01/2012 05:20:00;104.246;0.000
03/01/2012 05:25:00;104.246;0.000
03/01/2012 05:30:00;104.246;0.000
03/01/2012 05:35:00;104.246;0.000
03/01/2012 05:40:00;104.246;0.000
03/01/2012 05:45:00;104.246;0.000
03/01/2012 05:50:00;104.246;0.000
03/01/2012 05:55:00;104.246;0.000
03/01/2012 06:00:00;104.246;0.000
03/01/2012 06:05:00;104.246;0.000
03/01/2012 06:10:00;104.246;0.000
03/01/2012 06:15:00;104.246;0.000
03/01/2012 06:20:00;104.246;0.000
03/01/2012 06:25:00;104.246;0.000
03/01/2012 06:30:00;104.246;0.000
03/01/2012 06:35:00;104.246;0.000
03/01/2012 06:40:00;104.246;0.000
03/01/2012 06:45:00;104.246;0.000
03/01/2012 06:50:00;104.246;0.000
03/01/2012 06:55:00;104.246;0.000
03/01/2012 07:00:00;104.246;0.000
03/01/2012 07:05:00;104.246;0.000
03/01/2012 07:10:00;104.246;0.000
03/01/2012 07:15:00;104.246;0.000
03/01/2012 07:20:00;104.246;0.000
03/01/2012 07:25:00;104.246;0.000
03/01/2012 07:30:00;104.246;0.000
03/01/2012 07:35:00;104.246;0.000
03/01/2012 07:40:00;104.246;0.000
03/01/2012 07:45:00;104.246;0.000
03/01/2012 07:50:00;104.246;0.000
03/01/2012 07:55:00;104.246;0.000
03/01/2012 08:00:00;104.246;0.000
03/01/2012 08:05:00;104.246;0.000
03/01/2012 08:10:00;104.246;0.000
03/01/2012 08:15:00;104.246;0.000
03/01/2012 08:20:00;104.246;0.000
03/01/2012 08:25:00;104.246;0.000
03/01/2012 08:30:00;104.246;0.000
03/01/2012 08:35:00;104.246;0.000
03/01/2012 08:40:00;104.246;0.000
03/01/2012 08:45:00;104.248;0.024
03/01/2012 08:50:00;104.250;0.024
03/01/2012 08:55:00;104.253;0.036
03/01/2012 09:00:00;104.256;0.036
03/01/2012 09:05:00;104.260;0.048
03/01/2012 09:10:00;104.262;0.024
03/01/2012 09:15:00;104.266;0.048
03/01/2012 09:20:00;104.268;0.024
03/01/2012 09:25:00;104.270;0.024
03/01/2012 09:30:00;104.272;0.024
03/01/2012 09:35:00;104.274;0.024
03/01/2012 09:40:00;104.276;0.024
03/01/2012 09:45:00;104.279;0.036
03/01/2012 09:50:00;104.284;0.060
03/01/2012 09:55:00;104.292;0.096
03/01/2012 10:00:00;104.297;0.060
03/01/2012 10:05:00;104.301;0.048
03/01/2012 10:10:00;104.312;0.132
03/01/2012 10:15:00;104.327;0.180
03/01/2012 10:20:00;104.343;0.192
03/01/2012 10:25:00;104.360;0.204
03/01/2012 10:30:00;104.370;0.120
03/01/2012 10:35:00;104.385;0.180
03/01/2012 10:40:00;104.399;0.168
03/01/2012 10:45:00;104.403;0.048
03/01/2012 10:50:00;104.407;0.048
03/01/2012 10:55:00;104.410;0.036
03/01/2012 11:00:00;104.415;0.060
03/01/2012 11:05:00;104.418;0.036
03/01/2012 11:10:00;104.423;0.060
03/01/2012 11:15:00;104.429;0.072
03/01/2012 11:20:00;104.432;0.036
03/01/2012 11:25:00;104.434;0.024
03/01/2012 11:30:00;104.437;0.036
03/01/2012 11:35:00;104.441;0.048
03/01/2012 11:40:00;104.444;0.036
03/01/2012 11:45:00;104.446;0.024
03/01/2012 11:50:00;104.448;0.024
03/01/2012 11:55:00;104.450;0.024
03/01/2012 12:00:00;104.451;0.012
03/01/2012 12:05:00;104.453;0.024
03/01/2012 12:10:00;104.455;0.024
03/01/2012 12:15:00;104.457;0.024
03/01/2012 12:20:00;104.460;0.036
03/01/2012 12:25:00;104.465;0.060
03/01/2012 12:30:00;104.470;0.060
03/01/2012 12:35:00;104.477;0.084
03/01/2012 12:40:00;104.486;0.108
03/01/2012 12:45:00;104.496;0.120
03/01/2012 12:50:00;104.508;0.144
03/01/2012 12:55:00;104.525;0.204
03/01/2012 13:00:00;104.546;0.252
03/01/2012 13:05:00;104.570;0.288
03/01/2012 13:10:00;104.616;0.552
03/01/2012 13:15:00;104.661;0.540
03/01/2012 13:20:00;104.709;0.576
03/01/2012 13:25:00;104.748;0.468
03/01/2012 13:30:00;104.770;0.264
03/01/2012 13:35:00;104.808;0.456
03/01/2012 13:40:00;104.835;0.324
03/01/2012 13:45:00;104.867;0.384
03/01/2012 13:50:00;104.922;0.660
03/01/2012 13:55:00;104.978;0.672
03/01/2012 14:00:00;105.033;0.660
03/01/2012 14:05:00;105.063;0.360
03/01/2012 14:10:00;105.084;0.252
03/01/2012 14:15:00;105.110;0.312
03/01/2012 14:20:00;105.142;0.384
03/01/2012 14:25:00;105.174;0.384
03/01/2012 14:30:00;105.198;0.288
03/01/2012 14:35:00;105.218;0.240
03/01/2012 14:40:00;105.228;0.120
03/01/2012 14:45:00;105.236;0.096
03/01/2012 14:50:00;105.244;0.096
03/01/2012 14:55:00;105.250;0.072
03/01/2012 15:00:00;105.256;0.072
03/01/2012 15:05:00;105.268;0.144
03/01/2012 15:10:00;105.271;0.036
03/01/2012 15:15:00;105.271;0.000
03/01/2012 15:20:00;105.275;0.048
03/01/2012 15:25:00;105.280;0.060
03/01/2012 15:30:00;105.281;0.012
03/01/2012 15:35:00;105.284;0.036
03/01/2012 15:40:00;105.286;0.024
03/01/2012 15:45:00;105.287;0.012
03/01/2012 15:50:00;105.288;0.012
03/01/2012 15:55:00;105.289;0.012
03/01/2012 16:00:00;105.289;0.000
03/01/2012 16:05:00;105.289;0.000
03/01/2012 16:10:00;105.289;0.000
03/01/2012 16:15:00;105.289;0.000
03/01/2012 16:20:00;105.289;0.000
03/01/2012 16:25:00;105.289;0.000
03/01/2012 16:30:00;105.289;0.000
03/01/2012 16:35:00;105.289;0.000
03/01/2012 16:40:00;105.289;0.000
03/01/2012 16:45:00;105.289;0.000
03/01/2012 16:50:00;105.289;0.000
03/01/2012 16:55:00;105.289;0.000
03/01/2012 17:00:00;105.289;0.000
03/01/2012 17:05:00;105.289;0.000
03/01/2012 17:10:00;105.289;0.000
03/01/2012 17:15:00;105.289;0.000
03/01/2012 17:20:00;105.289;0.000
03/01/2012 17:25:00;105.289;0.000
03/01/2012 17:30:00;105.289;0.000
03/01/2012 17:35:00;105.289;0.000
03/01/2012 17:40:00;105.289;0.000
03/01/2012 17:45:00;105.289;0.000
03/01/2012 17:50:00;105.289;0.000
03/01/2012 17:55:00;105.289;0.000
03/01/2012 18:00:00;105.289;0.000
03/01/2012 18:05:00;105.289;0.000
03/01/2012 18:10:00;105.289;0.000
03/01/2012 18:15:00;105.289;0.000
03/01/2012 18:20:00;105.289;0.000
03/01/2012 18:25:00;105.289;0.000
03/01/2012 18:30:00;105.289;0.000
03/01/2012 18:35:00;105.289;0.000
03/01/2012 18:40:00;105.289;0.000
03/01/2012 18:45:00;105.289;0.000
03/01/2012 18:50:00;105.289;0.000
03/01/2012 18:55:00;105.289;0.000
03/01/2012 19:00:00;105.289;0.000
03/01/2012 19:05:00;105.289;0.000
03/01/2012 19:10:00;105.289;0.000
03/01/2012 19:15:00;105.289;0.000
03/01/2012 19:20:00;105.289;0.000
03/01/2012 19:25:00;105.289;0.000
03/01/2012 19:30:00;105.289;0.000
03/01/2012 19:35:00;105.289;0.000
03/01/2012 19:40:00;105.289;0.000
03/01/2012 19:45:00;105.289;0.000
03/01/2012 19:50:00;105.289;0.000
03/01/2012 19:55:00;105.289;0.000
03/01/2012 20:00:00;105.289;0.000
03/01/2012 20:05:00;105.289;0.000
03/01/2012 20:10:00;105.289;0.000
03/01/2012 20:15:00;105.289;0.000
03/01/2012 20:20:00;105.289;0.000
03/01/2012 20:25:00;105.289;0.000
03/01/2012 20:30:00;105.289;0.000
03/01/2012 20:35:00;105.289;0.000
03/01/2012 20:40:00;105.289;0.000
03/01/2012 20:45:00;105.289;0.000
03/01/2012 20:50:00;105.289;0.000
03/01/2012 20:55:00;105.289;0.000
