sep=;
Version CSV1|Tool SE|Linebreaks CR/LF|Delimiter semicolon|Decimalpoint dot|Precision 3

;SN: 2100532006;SN: 2100532006
;SB 4000TL-20;SB 4000TL-20
;2100532006;2100532006
;Total yield;Power
;Counter;Analog
dd/MM/yyyy HH:mm:ss;kWh;kW
25/05/2012 00:00:00;1269.336;0.000
25/05/2012 00:05:00;1269.336;0.000
25/05/2012 00:10:00;1269.336;0.000
25/05/2012 00:15:00;1269.336;0.000
25/05/2012 00:20:00;1269.336;0.000
25/05/2012 00:25:00;1269.336;0.000
25/05/2012 00:30:00;1269.336;0.000
25/05/2012 00:35:00;1269.336;0.000
25/05/2012 00:40:00;1269.336;0.000
25/05/2012 00:45:00;1269.336;0.000
25/05/2012 00:50:00;1269.336;0.000
25/05/2012 00:55:00;1269.336;0.000
25/05/2012 01:00:00;1269.336;0.000
25/05/2012 01:05:00;1269.336;0.000
25/05/2012 01:10:00;1269.336;0.000
25/05/2012 01:15:00;1269.336;0.000
25/05/2012 01:20:00;1269.336;0.000
25/05/2012 01:25:00;1269.336;0.000
25/05/2012 01:30:00;1269.336;0.000
25/05/2012 01:35:00;1269.336;0.000
25/05/2012 01:40:00;1269.336;0.000
25/05/2012 01:45:00;1269.336;0.000
25/05/2012 01:50:00;1269.336;0.000
25/05/2012 01:55:00;1269.336;0.000
25/05/2012 02:00:00;1269.336;0.000
25/05/2012 02:05:00;1269.336;0.000
25/05/2012 02:10:00;1269.336;0.000
25/05/2012 02:15:00;1269.336;0.000
25/05/2012 02:20:00;1269.336;0.000
25/05/2012 02:25:00;1269.336;0.000
25/05/2012 02:30:00;1269.336;0.000
25/05/2012 02:35:00;1269.336;0.000
25/05/2012 02:40:00;1269.336;0.000
25/05/2012 02:45:00;1269.336;0.000
25/05/2012 02:50:00;1269.336;0.000
25/05/2012 02:55:00;1269.336;0.000
25/05/2012 03:00:00;1269.336;0.000
25/05/2012 03:05:00;1269.336;0.000
25/05/2012 03:10:00;1269.336;0.000
25/05/2012 03:15:00;1269.336;0.000
25/05/2012 03:20:00;1269.336;0.000
25/05/2012 03:25:00;1269.336;0.000
25/05/2012 03:30:00;1269.336;0.000
25/05/2012 03:35:00;1269.336;0.000
25/05/2012 03:40:00;1269.336;0.000
25/05/2012 03:45:00;1269.336;0.000
25/05/2012 03:50:00;1269.336;0.000
25/05/2012 03:55:00;1269.336;0.000
25/05/2012 04:00:00;1269.336;0.000
25/05/2012 04:05:00;1269.336;0.000
25/05/2012 04:10:00;1269.336;0.000
25/05/2012 04:15:00;1269.336;0.000
25/05/2012 04:20:00;1269.336;0.000
25/05/2012 04:25:00;1269.336;0.000
25/05/2012 04:30:00;1269.336;0.000
25/05/2012 04:35:00;1269.336;0.000
25/05/2012 04:40:00;1269.336;0.000
25/05/2012 04:45:00;1269.336;0.000
25/05/2012 04:50:00;1269.336;0.000
25/05/2012 04:55:00;1269.336;0.000
25/05/2012 05:00:00;1269.336;0.000
25/05/2012 05:05:00;1269.336;0.000
25/05/2012 05:10:00;1269.338;0.024
25/05/2012 05:15:00;1269.342;0.048
25/05/2012 05:20:00;1269.347;0.060
25/05/2012 05:25:00;1269.355;0.096
25/05/2012 05:30:00;1269.367;0.144
25/05/2012 05:35:00;1269.384;0.204
25/05/2012 05:40:00;1269.405;0.252
25/05/2012 05:45:00;1269.429;0.288
25/05/2012 05:50:00;1269.461;0.384
25/05/2012 05:55:00;1269.499;0.456
25/05/2012 06:00:00;1269.542;0.516
25/05/2012 06:05:00;1269.589;0.564
25/05/2012 06:10:00;1269.642;0.636
25/05/2012 06:15:00;1269.704;0.744
25/05/2012 06:20:00;1269.775;0.852
25/05/2012 06:25:00;1269.849;0.888
25/05/2012 06:30:00;1269.929;0.960
25/05/2012 06:35:00;1270.009;0.960
25/05/2012 06:40:00;1270.102;1.116
25/05/2012 06:45:00;1270.215;1.356
25/05/2012 06:50:00;1270.332;1.404
25/05/2012 06:55:00;1270.454;1.464
25/05/2012 07:00:00;1270.582;1.536
25/05/2012 07:05:00;1270.716;1.608
25/05/2012 07:10:00;1270.854;1.656
25/05/2012 07:15:00;1270.998;1.728
25/05/2012 07:20:00;1271.148;1.800
25/05/2012 07:25:00;1271.305;1.884
25/05/2012 07:30:00;1271.466;1.932
25/05/2012 07:35:00;1271.634;2.016
25/05/2012 07:40:00;1271.807;2.076
25/05/2012 07:45:00;1271.985;2.136
25/05/2012 07:50:00;1272.169;2.208
25/05/2012 07:55:00;1272.357;2.256
25/05/2012 08:00:00;1272.549;2.304
25/05/2012 08:05:00;1272.745;2.352
25/05/2012 08:10:00;1272.943;2.376
25/05/2012 08:15:00;1273.146;2.436
25/05/2012 08:20:00;1273.351;2.460
25/05/2012 08:25:00;1273.561;2.520
25/05/2012 08:30:00;1273.774;2.556
25/05/2012 08:35:00;1273.990;2.592
25/05/2012 08:40:00;1274.210;2.640
25/05/2012 08:45:00;1274.433;2.676
25/05/2012 08:50:00;1274.658;2.700
25/05/2012 08:55:00;1274.885;2.724
25/05/2012 09:00:00;1275.114;2.748
25/05/2012 09:05:00;1275.346;2.784
25/05/2012 09:10:00;1275.581;2.820
25/05/2012 09:15:00;1275.817;2.832
25/05/2012 09:20:00;1276.054;2.844
25/05/2012 09:25:00;1276.294;2.880
25/05/2012 09:30:00;1276.538;2.928
25/05/2012 09:35:00;1276.782;2.928
25/05/2012 09:40:00;1277.029;2.964
25/05/2012 09:45:00;1277.278;2.988
25/05/2012 09:50:00;1277.529;3.012
25/05/2012 09:55:00;1277.779;3.000
25/05/2012 10:00:00;1278.029;3.000
25/05/2012 10:05:00;1278.280;3.012
25/05/2012 10:10:00;1278.533;3.036
25/05/2012 10:15:00;1278.787;3.048
25/05/2012 10:20:00;1279.040;3.036
25/05/2012 10:25:00;1279.297;3.084
25/05/2012 10:30:00;1279.553;3.072
25/05/2012 10:35:00;1279.808;3.060
25/05/2012 10:40:00;1280.066;3.096
25/05/2012 10:45:00;1280.323;3.084
25/05/2012 10:50:00;1280.580;3.084
25/05/2012 10:55:00;1280.838;3.096
25/05/2012 11:00:00;1281.094;3.072
25/05/2012 11:05:00;1281.352;3.096
25/05/2012 11:10:00;1281.610;3.096
25/05/2012 11:15:00;1281.868;3.096
25/05/2012 11:20:00;1282.126;3.096
25/05/2012 11:25:00;1282.384;3.096
25/05/2012 11:30:00;1282.641;3.084
25/05/2012 11:35:00;1282.897;3.072
25/05/2012 11:40:00;1283.154;3.084
25/05/2012 11:45:00;1283.410;3.072
25/05/2012 11:50:00;1283.666;3.072
25/05/2012 11:55:00;1283.919;3.036
25/05/2012 12:00:00;1284.172;3.036
25/05/2012 12:05:00;1284.422;3.000
25/05/2012 12:10:00;1284.672;3.000
25/05/2012 12:15:00;1284.922;3.000
25/05/2012 12:20:00;1285.171;2.988
25/05/2012 12:25:00;1285.418;2.964
25/05/2012 12:30:00;1285.661;2.916
25/05/2012 12:35:00;1285.901;2.880
25/05/2012 12:40:00;1286.142;2.892
25/05/2012 12:45:00;1286.382;2.880
25/05/2012 12:50:00;1286.619;2.844
25/05/2012 12:55:00;1286.853;2.808
25/05/2012 13:00:00;1287.085;2.784
25/05/2012 13:05:00;1287.316;2.772
25/05/2012 13:10:00;1287.546;2.760
25/05/2012 13:15:00;1287.772;2.712
25/05/2012 13:20:00;1287.995;2.676
25/05/2012 13:25:00;1288.217;2.664
25/05/2012 13:30:00;1288.438;2.652
25/05/2012 13:35:00;1288.656;2.616
25/05/2012 13:40:00;1288.871;2.580
25/05/2012 13:45:00;1289.083;2.544
25/05/2012 13:50:00;1289.292;2.508
25/05/2012 13:55:00;1289.499;2.484
25/05/2012 14:00:00;1289.703;2.448
25/05/2012 14:05:00;1289.904;2.412
25/05/2012 14:10:00;1290.102;2.376
25/05/2012 14:15:00;1290.296;2.328
25/05/2012 14:20:00;1290.479;2.196
25/05/2012 14:25:00;1290.646;2.004
25/05/2012 14:30:00;1290.794;1.776
25/05/2012 14:35:00;1290.922;1.536
25/05/2012 14:40:00;1291.039;1.404
25/05/2012 14:45:00;1291.189;1.800
25/05/2012 14:50:00;1291.335;1.752
25/05/2012 14:55:00;1291.477;1.704
25/05/2012 15:00:00;1291.610;1.596
25/05/2012 15:05:00;1291.727;1.404
25/05/2012 15:10:00;1291.837;1.320
25/05/2012 15:15:00;1291.943;1.272
25/05/2012 15:20:00;1292.068;1.500
25/05/2012 15:25:00;1292.192;1.488
25/05/2012 15:30:00;1292.311;1.428
25/05/2012 15:35:00;1292.423;1.344
25/05/2012 15:40:00;1292.529;1.272
25/05/2012 15:45:00;1292.627;1.176
25/05/2012 15:50:00;1292.717;1.080
25/05/2012 15:55:00;1292.802;1.020
25/05/2012 16:00:00;1292.881;0.948
25/05/2012 16:05:00;1292.952;0.852
25/05/2012 16:10:00;1293.029;0.924
25/05/2012 16:15:00;1293.112;0.996
25/05/2012 16:20:00;1293.189;0.924
25/05/2012 16:25:00;1293.261;0.864
25/05/2012 16:30:00;1293.328;0.804
25/05/2012 16:35:00;1293.392;0.768
25/05/2012 16:40:00;1293.451;0.708
25/05/2012 16:45:00;1293.501;0.600
25/05/2012 16:50:00;1293.548;0.564
25/05/2012 16:55:00;1293.593;0.540
25/05/2012 17:00:00;1293.634;0.492
25/05/2012 17:05:00;1293.672;0.456
25/05/2012 17:10:00;1293.706;0.408
25/05/2012 17:15:00;1293.737;0.372
25/05/2012 17:20:00;1293.765;0.336
25/05/2012 17:25:00;1293.790;0.300
25/05/2012 17:30:00;1293.813;0.276
25/05/2012 17:35:00;1293.833;0.240
25/05/2012 17:40:00;1293.851;0.216
25/05/2012 17:45:00;1293.866;0.180
25/05/2012 17:50:00;1293.881;0.180
25/05/2012 17:55:00;1293.894;0.156
25/05/2012 18:00:00;1293.907;0.156
25/05/2012 18:05:00;1293.920;0.156
25/05/2012 18:10:00;1293.933;0.156
25/05/2012 18:15:00;1293.945;0.144
25/05/2012 18:20:00;1293.957;0.144
25/05/2012 18:25:00;1293.969;0.144
25/05/2012 18:30:00;1293.980;0.132
25/05/2012 18:35:00;1293.992;0.144
25/05/2012 18:40:00;1294.003;0.132
25/05/2012 18:45:00;1294.014;0.132
25/05/2012 18:50:00;1294.025;0.132
25/05/2012 18:55:00;1294.035;0.120
25/05/2012 19:00:00;1294.045;0.120
25/05/2012 19:05:00;1294.055;0.120
25/05/2012 19:10:00;1294.065;0.120
25/05/2012 19:15:00;1294.074;0.108
25/05/2012 19:20:00;1294.083;0.108
25/05/2012 19:25:00;1294.091;0.096
25/05/2012 19:30:00;1294.100;0.108
25/05/2012 19:35:00;1294.108;0.096
25/05/2012 19:40:00;1294.115;0.084
25/05/2012 19:45:00;1294.122;0.084
25/05/2012 19:50:00;1294.129;0.084
25/05/2012 19:55:00;1294.135;0.072
